,SalePrice,SalePrice (formatted),Neighborhood,Year Built
2761,225000,"$225,000",CollgCr,2005
2762,181000,"$181,000",CollgCr,2005
2763,220000,"$220,000",SawyerW,1992
2764,190000,"$190,000",ClearCr,1964
2765,180000,"$180,000",ClearCr,1969
2766,280000,"$280,000",ClearCr,1975
2767,158900,"$158,900",ClearCr,1968
2768,148000,"$148,000",CollgCr,1996
2769,145000,"$145,000",CollgCr,1996
2770,187000,"$187,000",CollgCr,1995
2771,193000,"$193,000",CollgCr,1998
2772,156000,"$156,000",CollgCr,1995
2773,235000,"$235,000",CollgCr,2000
2774,217000,"$217,000",CollgCr,1997
2775,214000,"$214,000",CollgCr,1999
2776,196000,"$196,000",CollgCr,1999
2777,217000,"$217,000",CollgCr,1999
2778,200000,"$200,000",CollgCr,2002
2779,192500,"$192,500",CollgCr,2002
2780,205000,"$205,000",CollgCr,2001
2781,132500,"$132,500",CollgCr,1976
2782,157500,"$157,500",CollgCr,1977
2783,174000,"$174,000",CollgCr,1978
2784,128500,"$128,500",CollgCr,1969
2785,128500,"$128,500",CollgCr,1972
2786,149900,"$149,900",CollgCr,1972
2787,119900,"$119,900",CollgCr,1972
2788,137000,"$137,000",Landmrk,1993
2789,255000,"$255,000",CollgCr,2002
2790,222000,"$222,000",CollgCr,2002
2791,214000,"$214,000",CollgCr,1999
2792,220000,"$220,000",CollgCr,2002
2793,275000,"$275,000",CollgCr,2001
2794,197000,"$197,000",CollgCr,2002
2795,230000,"$230,000",CollgCr,2002
2796,268500,"$268,500",CollgCr,1999
2797,210900,"$210,900",CollgCr,1996
2798,227000,"$227,000",CollgCr,1998
2799,237000,"$237,000",CollgCr,1995
2800,274300,"$274,300",CollgCr,1998
2801,216837,"$216,837",CollgCr,2004
2802,133000,"$133,000",CollgCr,2003
2803,155900,"$155,900",CollgCr,2004
2804,233230,"$233,230",CollgCr,2006
2805,207000,"$207,000",CollgCr,2003
2806,195000,"$195,000",CollgCr,2004
2807,200000,"$200,000",CollgCr,2003
2808,203160,"$203,160",CollgCr,2006
2809,195800,"$195,800",CollgCr,2005
2810,212900,"$212,900",CollgCr,2005
2811,196500,"$196,500",CollgCr,2004
2812,198000,"$198,000",CollgCr,2005
2813,173900,"$173,900",CollgCr,2005
2814,163990,"$163,990",CollgCr,2005
2815,164990,"$164,990",CollgCr,2005
2816,98000,"$98,000",Edwards,1910
2817,149900,"$149,900",Edwards,1959
2818,102000,"$102,000",Edwards,1951
2819,127500,"$127,500",Edwards,1975
2820,127500,"$127,500",Edwards,1975
2821,119900,"$119,900",Edwards,1969
2822,196500,"$196,500",Edwards,2003
2823,117250,"$117,250",Edwards,2002
2824,229000,"$229,000",Edwards,2003
2825,145000,"$145,000",Edwards,2005
2826,140000,"$140,000",Edwards,2005
2827,142500,"$142,500",Edwards,2005
2828,134000,"$134,000",Edwards,2004
2829,130000,"$130,000",Edwards,2004
2830,130000,"$130,000",Edwards,2004
2831,137500,"$137,500",Edwards,2004
2832,130000,"$130,000",Edwards,2004
2833,97900,"$97,900",Edwards,1948
2834,92000,"$92,000",Edwards,1915
2835,107000,"$107,000",Edwards,1924
2836,81000,"$81,000",Edwards,1910
2837,104900,"$104,900",Edwards,1924
2838,115000,"$115,000",Edwards,1955
2839,125000,"$125,000",Edwards,1954
2840,116000,"$116,000",Edwards,1918
2841,83000,"$83,000",Edwards,1922
2842,118500,"$118,500",SWISU,1912
2843,35000,"$35,000",Edwards,1922
2844,121000,"$121,000",Edwards,1910
2845,160000,"$160,000",SWISU,1916
2846,140000,"$140,000",SWISU,1940
2847,137000,"$137,000",SWISU,1938
2848,128000,"$128,000",SWISU,1945
2849,160000,"$160,000",SWISU,1926
2850,138887,"$138,887",Crawfor,1914
2851,149000,"$149,000",SWISU,1920
2852,102000,"$102,000",SWISU,1926
2853,167000,"$167,000",Crawfor,1919
2854,200100,"$200,100",Crawfor,1920
2855,131000,"$131,000",SWISU,1939
2856,112000,"$112,000",SWISU,1941
2857,140000,"$140,000",Crawfor,1915
2858,195000,"$195,000",Crawfor,1920
2859,230000,"$230,000",Crawfor,1929
2860,194000,"$194,000",Crawfor,1940
2861,137500,"$137,500",Crawfor,1922
2862,250000,"$250,000",Crawfor,1936
2863,218000,"$218,000",Crawfor,1929
2864,239000,"$239,000",Crawfor,1932
2865,199500,"$199,500",Crawfor,1932
2866,210000,"$210,000",Crawfor,1930
2867,230000,"$230,000",Crawfor,1956
2868,217500,"$217,500",Crawfor,1977
2869,257000,"$257,000",Crawfor,1950
2870,157000,"$157,000",Crawfor,1953
2871,223000,"$223,000",Crawfor,1969
2872,102000,"$102,000",IDOTRR,1942
2873,145400,"$145,400",IDOTRR,1926
2874,72000,"$72,000",IDOTRR,1925
2875,85000,"$85,000",IDOTRR,1925
2876,106500,"$106,500",IDOTRR,1936
2877,139000,"$139,000",IDOTRR,1957
2878,108000,"$108,000",IDOTRR,1920
2879,51689,"$51,689",IDOTRR,1945
2880,35311,"$35,311",IDOTRR,1949
2881,115000,"$115,000",IDOTRR,1951
2882,78000,"$78,000",IDOTRR,1916
2883,375000,"$375,000",Crawfor,2005
2884,300000,"$300,000",Crawfor,2004
2885,242500,"$242,500",Mitchel,1979
2886,145000,"$145,000",Mitchel,1978
2887,209000,"$209,000",Mitchel,2001
2888,135000,"$135,000",Mitchel,1977
2889,148000,"$148,000",Mitchel,1975
2890,171000,"$171,000",Mitchel,1988
2891,335000,"$335,000",Timber,1989
2892,230000,"$230,000",GrnHill,1986
2893,250764,"$250,764",Timber,1958
2894,228000,"$228,000",Timber,1981
2895,176000,"$176,000",Timber,1987
2896,180000,"$180,000",Timber,1990
2897,250000,"$250,000",Timber,1990
2898,202000,"$202,000",Timber,2000
2899,312500,"$312,500",Timber,2002
2900,320000,"$320,000",Timber,2005
2901,369900,"$369,900",Timber,2005
2902,359900,"$359,900",Timber,2005
2903,81500,"$81,500",Mitchel,1951
2904,215000,"$215,000",Mitchel,1997
2905,164000,"$164,000",Mitchel,1998
2906,153500,"$153,500",Mitchel,1998
2907,84500,"$84,500",Mitchel,2006
2908,104500,"$104,500",MeadowV,1977
2909,127000,"$127,000",MeadowV,1977
2910,151400,"$151,400",MeadowV,1973
2911,126500,"$126,500",Mitchel,1968
2912,146500,"$146,500",Mitchel,1970
2913,73000,"$73,000",MeadowV,1970
2914,79400,"$79,400",MeadowV,1972
2915,140000,"$140,000",Mitchel,1969
2916,92000,"$92,000",MeadowV,1970
2917,87550,"$87,550",MeadowV,1970
2918,79500,"$79,500",MeadowV,1970
2919,90500,"$90,500",MeadowV,1970
2920,71000,"$71,000",MeadowV,1970
2921,150900,"$150,900",Mitchel,1976
2922,188000,"$188,000",Mitchel,1976
2923,160000,"$160,000",Mitchel,1977
2924,131000,"$131,000",Mitchel,1960
2925,142500,"$142,500",Mitchel,1984
2926,131000,"$131,000",Mitchel,1983
2927,132000,"$132,000",Mitchel,1992
2928,170000,"$170,000",Mitchel,1974
2929,188000,"$188,000",Mitchel,1993
